Asset Class,Issuer Name,Ticker,Cpn,Maturity,Conversion Ratio,CV Conversion Price,CV Stock Volatility
Corporates,Spirit AeroSystems Inc,SPR,3.25,01/11/2028,34.3053,29.15001472,51.14733499
Corporates,World Kinect Corp,WKC,3.25,01/07/2028,35.171,28.43251542,37.85999449
Corporates,Delivery Hero SE,DEHEHO,3.25,21/02/2030,1731.60173,57.75000005,57.19029566
Preferreds,Jefferies Financial Group Inc,JEF,3.25,15/01/2036,37.230082,26.85999993,35.12524824
Corporates,3-Banken Wohnbaubank AG,DBWOHN,3.25,07/10/2026,10,10,40
Corporates,Deutsche Leibrenten Grundbesitz AG,DTLEIB,3.25,30/10/2026,14285.71429,6.999999998,40
Corporates,s Wohnbaubank AG,SWOHN,3.25,01/09/2033,10,10,25
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3.25,25/01/2034,10,100,40
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,3.25,04/01/2025,1.25,80,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3.25,07/02/2028,1.399999976,71.42857264,40
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,3.25,16/04/2024,0.100000001,999.9999851,40
Corporates,fuboTV Inc,FUBO,3.25,15/02/2026,17.3063,57.78242605,92.24279678
Corporates,Kaman Corp,KAMN,3.25,01/05/2024,15.3227,65.26264953,47.52173433
Corporates,Meritor Inc,MTOR,3.25,15/10/2037,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Inotiv Inc,NOTV,3.25,15/10/2027,21.7162,46.04857203,88.72681427
Corporates,Permian Resources Operating LLC,PR,3.25,01/04/2028,163.6986,6.108787736,54.85445022
Corporates,Vinpearl JSC,VINPRL,3.25,21/09/2026,41500.7294,109680,36.99264566
Corporates,Basilea Pharmaceutica AG,BASILE,3.25,28/07/2027,80,62.5,31.82511871
Corporates,WisdomTree Inc,WT,3.25,15/06/2026,90.5797,11.04000124,25.64037514
Corporates,Marriott Vacations Worldwide Corp,VAC,3.25,15/12/2027,5.2729,189.6489598,42.01081591
Corporates,ELM BV for Swiss Re Ltd,SRENVX,3.25,13/06/2024,2124.0216,94.161001,22.96990517
Corporates,Inseego Corp,INSG,3.25,01/05/2025,79.2896,12.61199451,207.953949
Corporates,Danimer Scientific Inc,DNMR,3.25,15/12/2026,92.7085,10.78649746,142.5462549
Corporates,Encore Capital Group Inc,ECPG,3.25,01/10/2025,25.131,39.79149258,50.27612585
Corporates,Snam SpA,SRGIM,3.25,29/09/2028,16666.66667,5.999999999,16.37024103
Corporates,SEACOR Holdings Inc,CKH,3.25,15/05/2030,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Peabody Energy Corp,BTU,3.25,01/03/2028,50.3816,19.84851612,40.35392778
Preferreds,Automated Telephone Management Systems,ATMS,3.2,#N/A Field Not Applicable,1,5,#N/A N/A
Corporates,China CITIC Bank Corp Ltd,CINDBK,3.2,04/03/2025,16.393443,6.09999986,31.61829295
Corporates,Chongqing Construction Engineering Group Corp Ltd,CHQECG,3.2,20/12/2025,22.371365,4.469999931,23.05055913
Corporates,Shanghai Pudong Development Bank Co Ltd,SHANPU,3.2,28/10/2025,7.55287,13.24000016,16.84949359
Corporates,Liberty Broadband Corp,LBRDA,3.125,31/03/2053,1.8901,529.0725358,29.71555412
Corporates,Live Nation Entertainment Inc,LYV,3.125,15/01/2029,9.2259,108.3905093,33.5405561
Corporates,Immo-Bank AG,IMMOBK,3.1,16/01/2024,2,50,40
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,3.1,29/06/2028,0.1,1000,40
Corporates,China Mengniu Dairy Co Ltd,CHMEDA,3.08,26/11/2026,295.508274,33.84000003,37.90516125
Corporates,Immo-Bank AG,IMMOBK,3.05,16/01/2024,2,50,40
Corporates,OPKO Health Inc,OPK,3,01/02/2033,141.4827,7.068001954,85.67029394
Corporates,Enovix Corp,ENVX,3,01/05/2028,64.08,15.60549313,83.89797332
Corporates,Bloom Energy Corp,BE,3,01/06/2028,53.0427,18.85273563,63.77504806
Preferreds,Fieldcrest Cannon Inc,PTEXQ,3,#N/A Field Not Applicable,0.4598,8.373205742,#N/A N/A
Preferreds,Ni Hsin Group Bhd,NIHSIN,3,02/03/2026,0.083333333,0.12,#N/A N/A
Preferreds,Citaglobal Bhd,WENGMK,3,05/05/2031,0.2,0.55,#N/A N/A
Preferreds,Ingenieur Gudang Bhd,DYGBMK,3,03/01/2024,0.5,0.12,#N/A N/A
Preferreds,Genterra Capital Inc,GICCN,3,#N/A Field Not Applicable,3,0.093333333,#N/A N/A
Preferreds,ArthroCare Corp,SNLN,3,#N/A Field Not Applicable,66.667,14.999925,40
Preferreds,EnGlobe Corp,EGCN,3,#N/A Field Not Applicable,1,0.4,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3,23/09/2033,10,100,40
Corporates,Gerry Weber International AG,GERRYW,3,31/12/2023,19.5,33.33333333,#N/A N/A
Corporates,Exergy21 Co Ltd,PHWBIO,3,22/09/2025,9.302325581,1075,102.0145541
Corporates,AM Castle & Co,CTAM,3,31/08/2024,0.219400004,4.557885067,40
Corporates,KR Motors Co Ltd,HYOMOT,3,23/12/2024,19.569472,510.9999902,73.49308215
Corporates,Han Chang Corp,HANCHC,3,28/12/2023,8.130081301,1230,#N/A N/A
Corporates,Dayou Automotive Seat Technology Co Ltd,JOOTXT,3,18/02/2024,13.477,742.0048972,108.7370001
Corporates,Playboy Enterprises Inc,PLA,3,15/03/2025,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Covad Communications Group Inc,DVW,3,15/03/2024,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,3,12/10/2027,0.1,1000,40
Corporates,Sambu Engineering & Construction Co Ltd,SAMBU,3,28/02/2026,7.716049383,1296,91.74795787
Corporates,IHQ Inc,KEOFAS,3,16/06/2024,20,500,16.86177491
Corporates,Seong An Co Ltd,SEONGA,3,27/01/2026,11.4416476,873.9999998,77.36490635
Corporates,s Wohnbaubank AG,SWOHN,3,07/03/2029,10,10,40
Corporates,Immo-Bank AG,IMMOBK,3,31/01/2029,2,50,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3,04/02/2030,10,10,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3,12/03/2029,100,10,40
Corporates,Mah Sing Group Bhd,MSGBMK,3,29/12/2027,1324.503311,0.755,26.47883614
Corporates,Peach Property Group AG,PEANSW,3,15/05/2026,66.66666667,15,50.01767647
Corporates,Ningbo Jifeng Auto Parts Co Ltd,NBJFAU,3,19/11/2025,13.86962509,7.210000223,39.07295207
Corporates,ISU Chemical Co Ltd,ISUCHE,3,16/08/2048,0.9765625,10240,76.32911574
Corporates,s Wohnbaubank AG,SWOHN,3,06/09/2030,10,10,40
Corporates,s Wohnbaubank AG,SWOHN,3,07/08/2030,10,10,40
Corporates,s Wohnbaubank AG,SWOHN,3,07/08/2030,10,10,40
Corporates,s Wohnbaubank AG,SWOHN,3,06/06/2029,10,10,40
Corporates,CCIAM Future Energy Ltd,HKBLA,3,31/12/2023,1250000,0.8,152.9707363
Corporates,CCIAM Future Energy Ltd,HKBLA,3,31/12/2023,1250000,0.8,152.9707363
Corporates,s Wohnbaubank AG,SWOHN,3,06/09/2030,10,10,40
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,3,10/10/2028,0.1,1000,40
Corporates,Voyageurs du Monde,ALVDMF,3,09/07/2028,1,85,30.74096795
Corporates,ISU Abxis Co Ltd,ISUABX,3,22/12/2026,1.428571429,6999.999998,47.91915179
Corporates,HMM Co Ltd,HYUNMM,3,23/04/2050,2,5000,59.85612383
Corporates,Loctek Ergonomic Technology Corp,LGRTGX,3,21/10/2026,2.819284,35.46999877,44.05893522
Corporates,Aspen Aerogels Inc,ASPN,3,18/02/2027,28.623257,34.93662514,77.41292857
Corporates,PANTAFLIX AG,PALGR,3,01/11/2026,1000,1,86.93372335
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,3,26/05/2026,0.100000001,999.9999851,40
Corporates,Han Chang Corp,HANCHC,3,20/02/2026,9.302325581,1075,93.57558247
Corporates,China Qinfa Group Ltd,CHIQIN,3,#N/A Field Not Applicable,606060.6061,1.65,68.53809171
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3,07/02/2024,1.399999976,71.42857264,40
Corporates,s Wohnbaubank AG,SWOHN,3,07/01/2027,10,10,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3,20/03/2026,1.399999976,71.42857264,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3,14/03/2029,1.399999976,71.42857264,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3,05/03/2028,14,71.42857143,40
Corporates,BAWAG PSK Wohnbaubank AG,BWAGWB,3,09/01/2027,1,100,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3,15/01/2025,1.399999976,71.42857264,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3,25/01/2027,1.399999976,71.42857264,40
Corporates,Western Digital Corp,WDC,3,15/11/2028,19.1589,52.19506339,36.58162799
Corporates,Merit Medical Systems Inc,MMSI,3,01/02/2029,11.5171,86.82741315,27.05561456
Corporates,RealReal Inc/The,REAL,3,15/06/2025,56.2635,17.77351213,91.55204089
Corporates,LivaNova USA Inc,LIVN,3,15/12/2025,16.398,60.98304671,36.8818058
Corporates,Radius Health Inc,RDUS,3,01/09/2024,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Cerence Inc,CRNC,3,01/06/2025,26.7271,37.41520779,52.65779365
Corporates,1Life Healthcare Inc,ONEM,3,15/06/2025,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,CryoPort Inc,CYRX,3,01/06/2025,41.8261,23.90851645,70.89659662
Corporates,Karyopharm Therapeutics Inc,KPTI,3,15/10/2025,63.0731,15.85461948,131.8665771
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,3,12/04/2030,0.100000001,999.9999851,40
Corporates,HMM Co Ltd,HYUNMM,3,08/03/2047,1.394116827,7173,52.1282969
Corporates,s Wohnbaubank AG,SWOHN,3,06/09/2032,10,10,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3,05/01/2028,10,10,40
Corporates,s Wohnbaubank AG,SWOHN,3,06/06/2029,10,10,40
Corporates,Tesson Holdings Ltd,KITHHO,3,30/06/2036,625000,1.6,#N/A N/A
Corporates,Scanwolf Corp Bhd,SCWMK,3,04/08/2026,0.333333333,0.3,36.20915766
Corporates,HMM Co Ltd,HYUNMM,3,25/10/2048,2,5000,59.85612383
Corporates,s Wohnbaubank AG,SWOHN,3,06/09/2034,10,10,40
Corporates,YiChang HEC ChangJiang Pharmaceutical Co Ltd,YICHEC,3,20/02/2026,103289.4737,19,36.32861432
Corporates,China Sigma Co Ltd,CHNSGM,3,25/12/2023,4.314063848,23.18,#N/A N/A
Corporates,IHQ Inc,KEOFAS,3,12/08/2024,6.218905,1608.000122,16.86177491
Corporates,s Wohnbaubank AG,SWOHN,3,06/09/2029,10,10,40
Corporates,Suzhou Hycan Holdings Co Ltd,HYCANH,3,27/11/2024,13.5685215,7.369999746,43.87142775
Corporates,HMM Co Ltd,HYUNMM,3,28/10/2049,2,5000,59.85612383
Corporates,Eminence Enterprise Ltd,EASYKN,3,28/08/2024,18181818.18,0.055,85.51943438
Corporates,s Wohnbaubank AG,SWOHN,3,06/09/2029,10,10,40
Corporates,Shanying International Holding Co Ltd,SHANYI,3,21/11/2024,42.194093,2.36999999,17.61198043
Corporates,Hongda Xingye Co Ltd,HNGDXY,3,16/12/2025,25.57544708,3.910000075,40.13516335
Corporates,NCT Alliance Bhd,NCTMK,3,21/06/2029,1,0.32,22.13492915
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3,25/11/2031,10,10,40
Corporates,Intershop Communications AG,ISHGR,3,24/07/2025,456.6210046,2.19,50.44504407
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3,24/03/2027,10,10,40
Corporates,HMM Co Ltd,HYUNMM,3,24/05/2049,2,5000,59.85612383
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3,18/12/2028,10,10,40
Corporates,s Wohnbaubank AG,SWOHN,3,10/08/2027,10,10,40
Corporates,H World Group Ltd,HTHT,3,01/05/2026,24.7854,40.34633292,39.28811022
Corporates,Vingroup JSC,VICVN,3,20/04/2026,51013.81979,90450,34.42336653
Corporates,Galaxy Digital Holdings LP,GLXYLP,3,15/12/2026,7498.221,26.0661829,70.40439938
Corporates,Freshpet Inc,FRPT,3,01/04/2028,14.3516,69.6786421,48.81367155
Corporates,PB Issuer NO 5 Ltd,PACBAS,3,10/12/2025,5404.206897,1.45,45.1741135
Corporates,Pharming Group NV,PHARM,3,21/01/2025,49930.09786,2.0028,45.57920467
Corporates,Outbrain Inc,OB,2.95,27/07/2026,40,25,99.1854544
Corporates,Eni SpA,ENIIM,2.95,14/09/2030,5697.583655,17.5513,19.21401229
Corporates,GS Engineering & Construction Corp,GSENGI,2.9,14/04/2045,0.25253,39599.25553,41.01734588
Corporates,Bengang Steel Plates Co Ltd,BENGAN,2.9,29/06/2026,25.3164557,3.95,26.79646721
Corporates,Neoen SA,NEOEN,2.875,14/09/2027,2107.5361,47.44877205,31.95850985
Corporates,Collegium Pharmaceutical Inc,COLL,2.875,15/02/2029,27.3553,36.55598732,37.27002109
Corporates,Veeco Instruments Inc,VECO,2.875,01/06/2029,34.2185,29.2239578,37.07842928
Corporates,PPL Capital Funding Inc,PPL,2.875,15/03/2028,29.3432,34.079446,17.3222526
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,2.875,01/03/2025,10,10,40
Corporates,PHP Finance Jersey NO 2 Ltd,PHPLN,2.875,15/07/2025,759.186152,1.317200001,28.29493733
Corporates,Greenbrier Cos Inc/The,GBX,2.875,01/02/2024,17.1878,58.18080266,38.82422293
Corporates,EZCORP Inc,EZPW,2.875,01/07/2024,100,10,33.24508133
Corporates,BICO Group AB,BICOSS,2.875,19/03/2026,3341.687552,598.5,84.12619832
Corporates,HTA Group Ltd/Mauritius,HLSTWR,2.875,18/03/2027,68231.44,2.103722272,43.93421651
Corporates,Greenbrier Cos Inc/The,GBX,2.875,15/04/2028,18.0317,55.45788805,39.11513898
Corporates,PAR Technology Corp,PAR,2.875,15/04/2026,23.2722,42.96972353,52.35884006
Corporates,Saipem SpA,SPMIM,2.875,11/09/2029,48811.4414,2.0487,38.43100385
Corporates,Ubisoft Entertainment SA,UBIFP,2.875,05/12/2031,2478.849219,40.3413,51.489132
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,2.85,29/07/2025,1.25,80,40
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,2.8,19/07/2027,0.100000001,999.9999851,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.8,17/01/2028,1.399999976,71.42857264,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.8,20/03/2028,10,10,40
Corporates,voestalpine AG,VOEAV,2.75,28/04/2028,2469.904217,40.4874,26.91273555
Corporates,Welltower OP LLC,WELL,2.75,15/05/2028,10.4808,95.41256393,23.96689258
Preferreds,Special Opportunities Fund Inc,SPE,2.75,27/01/2027,1.2195,20.500205,11.91881736
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.75,04/08/2034,10,10,40
Corporates,Standard BioTools Inc,LAB,2.75,01/02/2034,17.875,55.94405594,67.22196388
Corporates,s Wohnbaubank AG,SWOHN,2.75,07/05/2029,10,10,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.75,19/02/2026,10,10,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.75,07/03/2029,10,10,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.75,07/01/2029,10,10,40
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,2.75,20/11/2026,0.100000001,999.9999851,40
Corporates,Immo-Bank AG,IMMOBK,2.75,16/01/2025,2,50,#N/A N/A
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,2.75,16/07/2024,0.100000001,999.9999851,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.75,29/01/2028,1.399999976,71.42857264,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.75,25/02/2024,1.399999976,71.42857264,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.75,25/01/2027,1.399999976,71.42857264,40
Corporates,Liberty Media Corp,LMCA,2.75,01/12/2049,116.0227,8.358510016,47.10703956
Corporates,Granite Construction Inc,GVA,2.75,01/11/2024,31.7776,31.46870752,40.67843838
Corporates,Cathay Pacific Finance III Ltd,CATHAY,2.75,05/02/2026,233372.2287,8.57,22.43147152
Corporates,Glaukos Corp,GKOS,2.75,15/06/2027,17.8269,56.0950025,49.1064798
Corporates,NRG Energy Inc,NRG,2.75,01/06/2048,23.7112,42.17416242,30.41167602
Corporates,Zogenix Inc,ZGNX,2.75,01/10/2027,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Shinwon Corp,SHNWON,2.75,08/09/2026,5.780346821,1730,22.40816745
Corporates,3-Banken Wohnbaubank AG,DBWOHN,2.75,20/08/2024,100,1,40
Corporates,3-Banken Wohnbaubank AG,DBWOHN,2.75,31/07/2024,100,1,40
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,2.75,30/04/2026,0.1,1000,40
Corporates,Penn Entertainment Inc,PENN,2.75,15/05/2026,42.735,23.4000234,52.33574769
Corporates,Topgolf Callaway Brands Corp,MODG,2.75,01/05/2026,56.7698,17.61499952,45.64870025
Corporates,Zillow Group Inc,Z,2.75,15/05/2025,14.881,67.19978496,44.76783544
Corporates,ZUR Rose Finance BV,DOCMSW,2.75,31/03/2025,35.11374043,142.3944,56.04155868
Corporates,Nevro Corp,NVRO,2.75,01/04/2025,9.5238,105.000105,48.19520249
Corporates,Century Aluminum Co,CENX,2.75,01/05/2028,53.3547,18.74249129,62.16005653
Corporates,Audax Renovables SA,ADXSM,2.75,30/11/2025,41846.25685,2.3897,30.56139633
Corporates,Stobart Finance PLC,STOBLN,2.75,08/05/2024,974.24738,1.026433348,19.16313005
Corporates,Immo-Bank AG,IMMOBK,2.7,16/01/2025,2,50,40
Corporates,Global Invest Holding BV,CHIMI,2.7,22/08/2027,43462.89063,4.49999977,#N/A N/A
Corporates,Immo-Bank AG,IMMOBK,2.68,31/01/2026,2,50,#N/A N/A
Corporates,Spectranetics Corp/The,SPNC,2.625,01/06/2034,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Fomento Economico Mexicano SAB de CV,FEMSA,2.625,24/02/2026,1048.3981,95.3836143,16.81018106
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.625,27/10/2026,10,10,40
Corporates,BAWAG PSK Wohnbaubank AG,BWAGWB,2.625,18/01/2028,0.100000001,999.9999851,40
Corporates,CONMED Corp,CNMD,2.625,01/02/2024,11.2608,88.8036374,39.39245839
Corporates,Model N Inc,MODN,2.625,01/06/2025,30.0044,33.32844516,41.58044161
Corporates,Wendel SE,MWDP,2.625,27/03/2026,3096.5984,32.29349986,15.26923728
Corporates,Sunnova Energy International Inc,NOVA,2.625,15/02/2028,29.2039,34.24200192,85.13059134
Corporates,Collegium Pharmaceutical Inc,COLL,2.625,15/02/2026,34.2618,29.18702462,50.04646659
Corporates,Lantheus Holdings Inc,LNTH,2.625,15/12/2027,12.5291,79.81419256,50.52219387
Corporates,Envestnet Inc,ENV,2.625,01/12/2027,13.6304304,73.36525485,38.26899338
Corporates,Herbalife Ltd,HLF,2.625,15/03/2024,16.0467,62.31810902,60.54603563
Corporates,NanoString Technologies Inc,NSTG,2.625,01/03/2025,20.9161,47.81006019,174.218544
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.612,21/01/2027,10,10,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.6,01/08/2024,14,71.42857143,40
Corporates,Cerevel Therapeutics Holdings Inc,CERE,2.5,15/08/2027,21.5633,46.37509101,24.38000375
Corporates,Post Holdings Inc,POST,2.5,15/08/2027,9.4248,106.1030473,18.86734454
Corporates,L&F Co Ltd,LANDFC,2.5,26/04/2030,302.6021456,438100,74.77809275
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,2.5,09/09/2027,0.100000001,999.9999851,40
Corporates,Pulmuone Co Ltd,PULMUO,2.5,06/08/2045,0.422672133,23659,34.35172078
Corporates,Morgan Stanley Finance LLC,MS,2.5,06/11/2026,10.28849,97.1959928,23.08617991
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.5,07/03/2025,10,10,40
Corporates,Morgan Stanley Finance LLC,MS,2.5,06/11/2026,10.28849,97.1959928,23.08617991
Corporates,3-Banken Wohnbaubank AG,DBWOHN,2.5,16/06/2026,10,10,40
Corporates,Beckman Coulter Inc,DHR,2.5,15/12/2036,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,2.5,24/09/2026,0.100000001,999.9999851,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.5,24/09/2025,10,10,40
Corporates,Morgan Stanley,MS,2.5,30/10/2031,109.7093,9.114997544,#N/A N/A
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.5,24/09/2029,10,10,40
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,2.5,13/05/2026,0.1,1000,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.5,26/11/2026,10,10,40
Corporates,Jiangxi Jovo Energy Co Ltd,JXJOVO,2.5,10/03/2029,4.05515,24.66000025,31.57414926
Corporates,Wencan Group Co Ltd,GDWECN,2.5,10/06/2025,5.268704,18.97999964,51.76925445
Corporates,s Wohnbaubank AG,SWOHN,2.5,07/01/2027,10,10,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.5,05/03/2025,14,71.42857143,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.5,07/02/2024,1.399999976,71.42857264,40
Corporates,Econergy Renewable Energy Ltd,ECOGRY,2.5,30/06/2026,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Fisker Inc,FSR,2.5,15/09/2026,50.7743,19.69500318,158.3084608
Corporates,NCL Corp Ltd,NCLH,2.5,15/02/2027,28.9765,34.51072421,42.3281918
Corporates,Radius Global Infrastructure Inc,RADI,2.5,15/09/2026,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,BW Offshore Ltd,BWONO,2.5,12/11/2024,27349.67933,67.21906967,31.0103829
Corporates,Universe Trek Ltd,FRESHK,2.5,08/07/2025,1176.069803,6.589999998,28.11206284
Corporates,Innoviva Inc,INVA,2.5,15/08/2025,57.924,17.2640011,33.53270774
Corporates,SSR Mining Inc,SSRMCN,2.5,01/04/2039,56.4776,17.70613482,41.93793522
Corporates,MannKind Corp,MNKD,2.5,01/03/2026,191.8281,5.213000598,53.04189318
Corporates,Ivanhoe Mines Ltd,IVN,2.5,15/04/2026,134.5682,9.308737131,43.1625977
Corporates,Turning Point Brands Inc,TPB,2.5,15/07/2024,18.6789,53.53634315,45.73270793
Corporates,Bloom Energy Corp,BE,2.5,15/08/2025,61.6808,16.21250049,64.69829026
Corporates,NextEra Energy Partners LP,NEP,2.5,15/06/2026,10.5339,94.93160178,32.55775653
Corporates,Travere Therapeutics Inc,TVTX,2.5,15/09/2025,25.7739,38.79894001,76.72194563
Corporates,Canadian Solar Inc,CSIQ,2.5,01/10/2025,27.2707,36.66939242,49.2718786
Corporates,Playgram Co Ltd,KORPOL,2.5,12/07/2025,8.271298594,1209,50.97025967
Corporates,EC Healthcare,UNINME,2.5,05/02/2026,41124780.32,5.69,#N/A N/A
Corporates,EC Healthcare,UNINME,2.5,05/02/2026,7485604.607,5.21,#N/A N/A
Corporates,Kuka Home Group Co Ltd,KUKAGP,2.5,18/03/2024,1.160092807,86.20000003,31.94349577
Corporates,Accelerate Diagnostics Inc,AXDX,2.5,15/03/2023,32.3428,30.91878254,#N/A N/A
Corporates,GL Pharm Tech Corp,GLPHAT,2.5,16/01/2025,2.01816,4955.008523,90.59905183
Corporates,Ningbo Henghe Precision Industry Co Ltd,NBHHMC,2.5,26/07/2024,11.261261,8.880000206,42.2738924
Corporates,Zhejiang Dafeng Industry Co Ltd,ZHJDAF,2.5,27/03/2025,7.692308,12.99999948,41.98196682
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.5,12/02/2031,10,10,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.5,17/02/2037,10,10,40
Corporates,Lotte Tour Development Co Ltd,LOTTOU,2.5,14/01/2025,0.64516129,15500.00001,60.18609987
Corporates,Lotte Tour Development Co Ltd,LOTTOU,2.5,14/01/2025,0.64516129,18352000.01,60.18609987
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,2.5,25/04/2028,0.1,1000,40
Corporates,s Wohnbaubank AG,SWOHN,2.5,07/04/2029,10,10,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.5,10/01/2030,10,10,40
Corporates,Virgin Galactic Holdings Inc,SPCE,2.5,01/02/2027,78.1968,12.78824709,106.373976
Corporates,National Vision Holdings Inc,EYE,2.5,15/05/2025,32.0783,31.1737218,46.49259346
Corporates,Flight Centre Travel Group Ltd,FLTAU,2.5,17/11/2027,10115.77505,19.7711,25.3249749
Corporates,Bridgebio Pharma Inc,BBIO,2.5,15/03/2027,23.4151,42.70748363,56.04546185
Corporates,Alder Biopharmaceuticals Inc,ALDR,2.5,01/02/2025,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Health Catalyst Inc,HCAT,2.5,15/04/2025,32.6797,30.60003611,57.77351529
Corporates,Infinera Corp,INFN,2.5,01/03/2027,130.5995,7.656997155,58.86609183
Corporates,Dynavax Technologies Corp,DVAX,2.5,15/05/2026,95.5338,10.46749946,46.85847198
Corporates,Ormat Technologies Inc,ORA,2.5,15/07/2027,11.0776,90.27226114,27.07931602
Corporates,Lenovo Group Ltd,LENOVO,2.5,26/08/2029,832.112527,9.419999995,46.00194457
Corporates,Advanced Energy Industries Inc,AEIS,2.5,15/09/2028,7.2747,137.4627132,33.37534275
Corporates,Afcon Holdings Ltd,AFHLIT,2.45,31/12/2023,0.000045455,21999.78,#N/A N/A
Preferreds,Poniard Pharmaceuticals Inc,PARD,2.4375,#N/A Field Not Applicable,0.02841,879.9718409,#N/A N/A
Corporates,s Wohnbaubank AG,SWOHN,2.4,07/06/2025,10,10,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.4,03/02/2025,10,10,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.4,15/01/2024,1.399999976,71.42857264,40
Corporates,s Wohnbaubank AG,SWOHN,2.4,07/04/2024,10,10,40
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,2.4,18/04/2025,0.1,1000,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.393,31/05/2025,1.4,71.42857143,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.375,09/12/2026,10,10,40
Corporates,Envista Holdings Corp,NVST,2.375,01/06/2025,47.5862,21.0144958,38.20052593
Corporates,Sea Ltd,SEALTD,2.375,01/12/2025,11.0549,90.45762513,62.84665083
Corporates,DISH Network Corp,DISH,2.375,15/03/2024,12.163,82.21655841,104.766108
