Asset Class,Issuer Name,Ticker,Cpn,Maturity,Currency,Amt Out,Conversion Ratio,TRACE Price,Yld to Mty (Mid),YAS Bnch Px,CV Conversion Price
Corporates,Yonfer Agricultural Technology Co Ltd,XYNYKJ,1,25/03/2027,CNY,152747361,5.75374,#N/A Field Not Applicable,1.943687778,100.1409,17.37999979
Corporates,Leshan Giantstar Farming & Husbandry Corp Ltd,LSGSFH,0.6,25/04/2028,CNY,152419325.5,3.96668,#N/A Field Not Applicable,-5.170649862,100.65125,25.20999929
Corporates,Nanshan Group Co Ltd,NNSHAN,4,30/03/2024,CNY,152165000,25.83979328,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,3.87
Corporates,Sea Ltd,SEALTD,1,01/12/2024,USD,152048000,19.9475,#N/A Field Not Applicable,-4.667973375,101.0078125,50.13159544
Corporates,Limin Group Co Ltd,LIMING,0.8,01/03/2027,CNY,151465828.3,9.13242,#N/A Field Not Applicable,1.679555242,100.1409,10.95000011
Corporates,Guangdong Jia Yuan Technology Shares Co Ltd,GDJYTE,1,23/02/2027,CNY,151293287.1,1.980983,#N/A Field Not Applicable,4.22476547,100.1409,50.47998898
Corporates,Suli Co Ltd,SULICL,0.6,16/02/2028,CNY,151039511.7,5.219207,#N/A Field Not Applicable,3.152527094,100.0358,19.15999883
Corporates,South Shore Holdings Ltd,PAULYE,0,05/02/2025,HKD,150014514.8,15267.17557,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,6.550000001
Corporates,GDCI SA,TGLTSA,10,03/08/2027,USD,150000000,2000,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.5
Corporates,Bhinneka Holdings 22 Ltd,BHINKA,5,06/10/2028,USD,150000000,22727644.44,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,135
Corporates,SMART Global Holdings Inc,SGH,2,01/02/2029,USD,150000000,47.1059,106.6703033,0.417964257,102.2304688,21.22876328
Corporates,Sure First Ltd,WEIGAO,2,16/01/2025,USD,150000000,142025.5,#N/A Field Not Applicable,8.706340761,101.0078125,10.95000546
Corporates,Eventbrite Inc,EB,5,01/12/2025,USD,150000000,79.3903,99.1875,3.42977195,101.0078125,12.59599724
Corporates,Bizlink Holding Inc,BIZHOL,0,30/01/2028,USD,150000000,22079.83117,#N/A Field Not Applicable,4.349621686,102.2304688,274.83
Corporates,WisdomTree Inc,WT,3.25,15/06/2026,USD,150000000,90.5797,93.625,5.027782856,100.9335938,11.04000124
Corporates,BuzzFeed Inc,BZFD,8.5,03/12/2026,USD,150000000,80,#N/A Field Not Applicable,15.8762414,101.0078125,12.5
Corporates,Indiabulls Housing Finance Ltd,IHFLIN,4.5,04/03/2026,USD,149750000,315.4023638,#N/A Field Not Applicable,5.270808761,101.0078125,230.14
Corporates,Audax Renovables SA,ADXSM,2.75,30/11/2025,EUR,149430000,41846.25685,#N/A Field Not Applicable,18.61079481,101.2755,2.3897
Corporates,Yunnan Provincial Energy Investment Group Co Ltd,YNPOWE,3.99,27/05/2027,CNY,149267000,1.746724891,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,57.24999999
Corporates,Winning Health Technology Group Co Ltd,WNHTGC,1,16/03/2027,CNY,149086916.3,5.646527,#N/A Field Not Applicable,3.281080274,100.1409,17.71000121
Corporates,NTN Corp,NTNCRP,0,19/12/2025,JPY,148355020,29455.081,#N/A Field Not Applicable,-0.860286375,99.926,339.5
Corporates,Selina Hospitality PLC,SLNA,6,01/11/2026,USD,147500000,86.956522,1,204.1638367,100.9335938,11.49999997
Corporates,2U Inc,TWOU,4.5,01/02/2030,USD,147000000,111.1111,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,9.0000009
Corporates,NCL Corp Ltd,NCLH,6,15/05/2024,USD,146601000,72.7273,151.25,-88.81901075,101.0078125,13.74999484
Corporates,Zhejiang Jingxing Paper JSC Ltd,ZJJIXI,1.5,31/08/2026,CNY,145813516.4,29.41176471,#N/A Field Not Applicable,-0.835927224,100.1409,3.4
Preferreds,CP Pokphand Co Ltd,CPPOK,0,#N/A Field Not Applicable,HKD,145614377.6,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.9
Corporates,Anhui Province Natural Gas Development Co Ltd,AHNGAS,0.6,08/11/2027,CNY,145458017.2,13.227513,#N/A Field Not Applicable,-2.059967495,100.0358,7.56000013
Corporates,Empresas La Polar SA,NUEVAP,0,31/12/2113,CLP,145381949.6,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Seiren Co Ltd,SRN,0,29/12/2025,JPY,144891900,5351.600128,#N/A Field Not Applicable,-12.71621675,99.926,1868.6
Corporates,Redwood Trust Inc,RWT,5.625,15/07/2024,USD,144792000,54.83169937,98.75,8.408695508,101.0078125,18.23762552
Corporates,Kidswant Children Products Co Ltd,KIDWAN,0.3,24/07/2029,CNY,144620488,8.591065,#N/A Field Not Applicable,0.933142245,100.5429,11.6400004
Corporates,OPKO Health Inc,OPK,4.5,15/02/2025,USD,144580000,236.7424,98.5,5.986769623,101.0078125,4.224000433
Corporates,HMT Xiamen New Technical Materials Co Ltd,HMTNTM,0.3,14/09/2029,CNY,144236400,2.92568754,#N/A Field Not Applicable,-0.121737494,100.5429,34.17999996
Corporates,PetIQ Inc,PETQ,4,01/06/2026,USD,143750000,33.7268,98.04399872,3.835521943,100.9335938,29.65001127
Corporates,Avid SPV LLC,CDMO,1.25,15/03/2026,USD,143750000,47.1403,77.42449951,13.34653873,100.9335938,21.21327187
Preferreds,Brookdale Senior Living Inc,BKD,7,15/11/2025,USD,143750000,12.9341,#N/A Field Not Applicable,-17.85427685,101.0078125,3.865750226
Corporates,Guizhou Gas Group Corp Ltd,GUIGAS,0.5,27/12/2027,CNY,143642571.8,13.927577,#N/A Field Not Applicable,-1.547357185,100.0358,7.179999795
Corporates,China Shipbuilding Industry Group Power Co Ltd,ZGCBZG,1.5,09/09/2026,CNY,143041794.6,4.995005,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,20.01999998
Corporates,Jiangsu Pacific Precision Forging Co Ltd,JSPCPF,0.3,15/02/2029,CNY,142973513.4,7.7101,#N/A Field Not Applicable,-1.512925507,100.5429,12.97000039
Corporates,Tansun Technology Co Ltd,TSTECH,0.3,23/03/2029,CNY,142970100,6.702412869,#N/A Field Not Applicable,0.454447327,100.5429,14.92
Corporates,Aecon Group Inc,ARECN,5,31/12/2023,CAD,141859768,43.58,#N/A Field Not Applicable,11.28000677,98.867,22.94630564
Corporates,Jinhong Gas Co Ltd,JHGASC,0.3,17/07/2029,CNY,141660880,3.63901019,#N/A Field Not Applicable,-0.007540151,100.5429,27.47999999
Corporates,Scandic Hotels Group AB,SHOTSS,0,08/10/2024,SEK,141455120.4,2306.161371,#N/A Field Not Applicable,-12.32239731,96.635,43.36210001
Corporates,Outokumpu Oyj,OUTOK,5,09/07/2025,EUR,141133750,33958.16354,#N/A Field Not Applicable,-25.39533987,101.2755,2.9448
Corporates,Promotora de Informaciones SA,PRSSM,1,03/02/2028,EUR,140721045.9,1000,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.37
Corporates,Jiangxi Wannianqing Cement Co Ltd,JIWACE,1.5,03/06/2026,CNY,140512830.2,8.064516,#N/A Field Not Applicable,2.508487597,100.1409,12.4000002
Corporates,Xi'an Triangle Defense Co Ltd,XATDCL,1,25/05/2027,CNY,140486002,3.152585,#N/A Field Not Applicable,-0.393814488,100.0358,31.72000121
Corporates,Zhejiang Construction Investment Group Co Ltd,ZJJSTZ,0.2,25/12/2029,CNY,140159000,9.082652134,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,11.01
Corporates,Inotiv Inc,NOTV,3.25,15/10/2027,USD,140000000,21.7162,42.25,29.70763012,102.2304688,46.04857203
Corporates,Piesat Information Technology Co Ltd,PIESAT,0.6,28/11/2028,CNY,139976081.5,1.587806,#N/A Field Not Applicable,1.744170816,100.65125,62.97998622
Corporates,Wuhan Tianyuan Environmental Protection Co Ltd,TYENVP,0.3,28/07/2029,CNY,139910000,9.708737864,#N/A Field Not Applicable,-0.838427593,100.5429,10.3
Corporates,Hainan Jinpan Smart Technology Co Ltd,HNJPST,0.5,16/09/2028,CNY,139785371.6,2.902758,#N/A Field Not Applicable,-1.937319545,100.65125,34.44999549
Corporates,Yaoko Co Ltd,YAOKO,0,20/06/2024,JPY,139729200,1665.695011,#N/A Field Not Applicable,-54.60648267,100.05555,6003.500001
Corporates,Aica Kogyo Co Ltd,AICA,0,22/04/2027,JPY,139653360,3047.015448,#N/A Field Not Applicable,-2.360670653,99.918,3281.9
Corporates,Jinneng Science&Technology Co Ltd,JNSCTE,1.8,14/10/2025,CNY,139582003.4,10.040161,#N/A Field Not Applicable,0.57608001,99.9233,9.959999645
Corporates,Shenzhen Minglida Precision Technology Co Ltd,SZMLDP,0.3,03/08/2029,CNY,139536000,2.654632,#N/A Field Not Applicable,1.091647871,100.5429,37.67000473
Corporates,Pharming Group NV,PHARM,3,21/01/2025,EUR,138648750,49930.09786,#N/A Field Not Applicable,6.352771999,97.053,2.0028
Corporates,HMM Pacific Co Ltd,HJSHNW,0,18/12/2026,KRW,138254324.8,0.02,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,500000
Corporates,Comcast Holdings Corp,CMCSA,2,15/10/2029,USD,137887842.5,1,#N/A Field Not Applicable,6.370907898,102.2304688,71.52
Corporates,NantHealth Inc,NH,4.5,15/04/2026,USD,137500000,17.32502,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,57.71999109
Corporates,s Wohnbaubank AG,SWOHN,2,07/11/2025,EUR,137388000,10,#N/A Field Not Applicable,4.013565545,101.2755,10
Corporates,s Wohnbaubank AG,SWOHN,2.5,07/04/2029,EUR,137388000,10,#N/A Field Not Applicable,2.620557381,102.2025,10
Corporates,Shenzhen Wenke Landscape Co Ltd,SZWKYL,1.5,20/08/2026,CNY,137255748.2,21.929825,#N/A Field Not Applicable,4.575248451,100.1409,4.559999909
Corporates,Premium Brands Holdings Corp,PBHCN,4.65,30/04/2025,CAD,136750582.5,5.4792,#N/A Field Not Applicable,7.047181293,95.7235,182.5083954
Corporates,Aphria Inc,TLRY,5.25,01/06/2024,USD,136740000,89.31162262,99.5,6.42659664,101.0078125,11.196751
Corporates,Viva Biotech Investment Management Ltd,VBIOTE,1,30/12/2025,USD,136600000,66614.2476,#N/A Field Not Applicable,1.640666658,101.0078125,11.63700001
Corporates,s Wohnbaubank AG,SWOHN,2.25,06/06/2029,EUR,136386000,10,#N/A Field Not Applicable,3.589897377,102.2025,10
Corporates,s Wohnbaubank AG,SWOHN,3.5,06/06/2029,EUR,136386000,10,#N/A Field Not Applicable,3.681551282,#N/A N/A,10
Corporates,Ligao Foods Co Ltd,LGFOOD,0.3,07/03/2029,CNY,136376692.7,1.036055,#N/A Field Not Applicable,2.55839584,100.5429,96.5199724
Corporates,SCREEN Holdings Co Ltd,DAINIS,0,11/06/2025,JPY,136346250,1677.486454,#N/A Field Not Applicable,-36.36333791,100.0635,5961.300001
Corporates,s Wohnbaubank AG,SWOHN,3.972,08/01/2029,EUR,136294000,10,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,10
Corporates,New Hope Liuhe Co Ltd,NEWHOP,1.2,03/01/2026,CNY,136290266.5,5.09165,#N/A Field Not Applicable,1.773233432,99.9233,19.63999882
Corporates,s Wohnbaubank AG,SWOHN,3.75,07/02/2029,EUR,136214000,10,#N/A Field Not Applicable,4.824131596,#N/A N/A,10
Corporates,s Wohnbaubank AG,SWOHN,2.75,07/05/2029,EUR,136214000,10,#N/A Field Not Applicable,3.746118228,102.2025,10
Corporates,s Wohnbaubank AG,SWOHN,2.2,07/09/2025,EUR,136214000,10,#N/A Field Not Applicable,-1.078733916,101.2755,10
Corporates,Deutsche Leibrenten Grundbesitz AG,DTLEIB,3.25,30/10/2026,EUR,136177125,14285.71429,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,6.999999998
Corporates,Jiangsu Baichuan High-tech New Materials Co Ltd,BCHCHE,0.5,19/10/2028,CNY,135287831.2,9.699321,#N/A Field Not Applicable,3.568946147,100.65125,10.31000005
Corporates,Shandong Longda Meishi Co Ltd,LDMEAT,1.5,13/07/2026,CNY,135200016.9,10.752688,#N/A Field Not Applicable,2.151704613,100.1409,9.300000149
Corporates,JPMorgan Chase Bank NA,JPM,0,28/12/2023,USD,135100000,7323.757508,#N/A Field Not Applicable,56.78944337,4.59875,105.8459403
Preferreds,UCBH Holdings Inc,UCBH,8.5,#N/A Field Not Applicable,USD,135000000,236.1275,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,4.235000159
Corporates,Indiabulls Housing Finance Ltd,IHFLIN,4.5,28/09/2026,USD,135000000,305.618505,#N/A Field Not Applicable,5.525095705,101.0078125,240.5800002
Corporates,Oil States International Inc,OIS,4.75,01/04/2026,USD,135000000,95.3516,101.0950012,4.20279281,100.9335938,10.487501
Preferreds,EPR Properties,EPR,5.75,#N/A Field Not Applicable,USD,134822900,0.424,#N/A Field Not Applicable,6.858415143,107.1953125,58.96226415
Corporates,Giant Manufacturing Co Ltd,GIANMF,0,13/06/2027,TWD,134498800,375.93985,#N/A Field Not Applicable,-1.112439951,99.9530247,265.9999997
Corporates,Forum Energy Technologies Inc,FET,9,04/08/2025,USD,134208530,0.037037034,98.51300049,11.15250587,101.0078125,27.00000251
Corporates,s Wohnbaubank AG,SWOHN,2.2,07/08/2024,EUR,134007000,10,#N/A Field Not Applicable,4.537505201,97.6555,10
Corporates,s Wohnbaubank AG,SWOHN,3.5,08/07/2024,EUR,134007000,10,#N/A Field Not Applicable,4.418475503,#N/A N/A,10
Corporates,Turning Point Brands Inc,TPB,2.5,15/07/2024,USD,133541000,18.6789,97.5,7.748661992,101.0078125,53.53634315
Corporates,TPI Composites Inc,TPIC,5.25,15/03/2028,USD,132500000,66.5425,50.24060059,23.64361695,102.2304688,15.02798963
Corporates,Heilongjiang Chuangda Group Co Ltd,HLJCHD,5.75,11/04/2026,CNY,132147470,6.91085,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,14.47000007
Corporates,Hainan Poly Pharm Co Ltd,HNPLZY,1,09/02/2027,CNY,132028958.2,5.060729,#N/A Field Not Applicable,-1.374529344,100.1409,19.759999
Corporates,Jiangsu Cnano Technology Co Ltd,JCNANO,0.5,27/01/2028,CNY,131301923.3,0.963855,#N/A Field Not Applicable,3.088628708,100.0358,103.7500454
Corporates,s Wohnbaubank AG,SWOHN,3.5,07/01/2024,EUR,131082000,10,#N/A Field Not Applicable,42.47528378,99.804,10
Corporates,s Wohnbaubank AG,SWOHN,2,07/02/2024,EUR,131082000,10,#N/A Field Not Applicable,-34.58891572,99.804,10
Corporates,BAWAG PSK Wohnbaubank AG,BWAGWB,4,11/01/2025,EUR,130993232.9,0.1,#N/A Field Not Applicable,3.657688122,97.053,1000
Corporates,Guangdong Lyric Robot Automation Co Ltd,GDLAUT,0.4,24/10/2028,CNY,130795669.5,2.222222,#N/A Field Not Applicable,1.921023011,100.65125,45.0000045
Corporates,AcBel Polytech Inc,ACBEL,0,13/06/2028,TWD,130407600,2100.840336,#N/A Field Not Applicable,-1.576597488,99.9530247,47.6
Corporates,Guangdong Haomei New Material Co Ltd,HMALUM,0.6,24/01/2028,CNY,130154219.6,5.56483,#N/A Field Not Applicable,-2.305577603,100.65125,17.97000088
Corporates,WELLE Environmental Co Ltd,WELLEE,1.8,13/04/2026,CNY,130039684.7,13.831259,#N/A Field Not Applicable,7.929268661,99.9233,7.229999814
Corporates,WisdomTree Inc,WT,5.75,15/08/2028,USD,130000000,104.8658,100.4779968,5.187091613,102.2304688,9.535997437
Corporates,Composecure Holdings LLC,COMPOS,7,15/12/2026,USD,130000000,86.9565,#N/A Field Not Applicable,8.408166701,100.9335938,11.50000288
Corporates,Anhui Zhonghuan Environmental Protection Technology Co Ltd,AHZHEP,0.6,06/05/2028,CNY,129594756,13.477089,#N/A Field Not Applicable,2.628424782,100.65125,7.419999972
Corporates,SGL Carbon SE,SGLGR,5.75,28/06/2028,EUR,129513570,10303.86086,#N/A Field Not Applicable,5.537946961,97.7015,9.705099997
Corporates,Chongqing Xiao Kang Holding Co Ltd,CQXKHC,7,20/07/2024,CNY,129375478,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,s Wohnbaubank AG,SWOHN,3,06/06/2029,EUR,129343000,10,#N/A Field Not Applicable,4.859372488,#N/A N/A,10
Corporates,Changzhou Tronly New Electronic Materials Co Ltd,TRONLY,1.5,19/11/2026,CNY,129081455.5,5.291,#N/A Field Not Applicable,1.555356046,100.1409,18.9000189
Corporates,Element Fleet Management Corp,EFNCN,4.25,30/06/2024,CAD,128851117.5,84.93355,#N/A Field Not Applicable,-85.94299111,93.518,11.77391031
Corporates,Wuhan DR Laser Technology Corp Ltd,DRLASR,1,05/08/2027,CNY,128549320.4,1.344447,#N/A Field Not Applicable,1.224808482,100.0358,74.38002391
Corporates,Gold Circuit Electronics Ltd,GCIRCU,0,05/12/2028,TWD,127018000,448.2294935,#N/A Field Not Applicable,-2.359301012,99.9530247,223.1
Corporates,Shanghai Daimay Automotive Interior Co Ltd,SHDMAT,0.3,18/07/2029,CNY,126351515.1,6.36132316,#N/A Field Not Applicable,-0.754574075,100.5429,15.71999999
Corporates,Hangzhou Century Co Ltd,HZCECL,1,26/01/2027,CNY,126322979.7,22.222222,#N/A Field Not Applicable,6.677682925,100.1409,4.500000045
Corporates,InterDigital Inc,IDCC,2,01/06/2024,USD,126174000,12.3018,133.6531067,-58.32141058,101.0078125,81.28891707
Corporates,Zhongbing Investment Management Co Ltd,ZBINVM,0.3,21/03/2025,CNY,125868000,7.501875,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,13.33000083
Corporates,Phison Electronics Corp,PHIELE,0,17/12/2024,TWD,125830950,195.924765,#N/A Field Not Applicable,-14.37942138,99.98499637,510.3999997
Corporates,Jiangsu Nata Opto-electronic Material Co Ltd,JSNATA,0.4,24/11/2028,CNY,125815633.8,2.950723,#N/A Field Not Applicable,0.755053995,100.65125,33.88999916
Corporates,Zhejiang Yatai Pharmaceutical Co Ltd,ZJYTPH,1.8,02/04/2025,CNY,125691195.6,23.752969,#N/A Field Not Applicable,2.40498113,100.09345,4.210000021
Corporates,Morguard Real Estate Investment Trust,MRTUCN,5.25,31/12/2026,CAD,125601414,128.205128,#N/A Field Not Applicable,8.430944816,93.518,7.800000012
Corporates,Lizhong Sitong Light Alloys Group Co Ltd,LZSTLA,0.3,27/07/2029,CNY,125563490.8,4.246285,#N/A Field Not Applicable,-0.172577877,100.5429,23.54999723
Corporates,Shanxi Huaxiang Group Co Ltd,SXHXGC,1,22/12/2027,CNY,125556804.6,7.955449,#N/A Field Not Applicable,0.358519382,100.0358,12.57000076
Corporates,Shandong New Beiyang Information Technology Co Ltd,NWBYNG,1.8,12/12/2025,CNY,125524799.1,15.384615,#N/A Field Not Applicable,-5.634936259,99.9233,6.500000163
Corporates,Suzhou HYC Technology Co Ltd,SZHYCT,1,29/11/2027,CNY,125196639,3.286231,#N/A Field Not Applicable,-3.825477599,100.0358,30.42999716
Corporates,Shenzhen Mingde Holdings Development Co Ltd,SZMDHD,0.01,23/11/2024,CNY,125157600,1.25,#N/A Field Not Applicable,-3.07937888,100.09345,80
Corporates,Qingdao Baheal Pharmaceutical Co Ltd,BAHEAL,0.3,14/04/2029,CNY,125157520,3.720238,#N/A Field Not Applicable,-2.751301865,100.5429,26.88000069
Corporates,Xinjiang Communications Construction Group Co Ltd,XJCOMM,1.5,15/09/2026,CNY,125100242.2,5.455537,#N/A Field Not Applicable,0.475874029,100.1409,18.33000124
Corporates,China Yuhua Education Corp Ltd,CYEDCL,0.9,27/12/2024,HKD,125077184,400476.9541,#N/A Field Not Applicable,50.39565117,96.95,1.65
Preferreds,Ahli United Bank BSC,AHLIUB,7.54143,#N/A Field Not Applicable,USD,125000000,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.25
Corporates,Covad Communications Group Inc,DVW,3,15/03/2024,USD,125000000,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Aegerion Pharmaceuticals Inc,AEGR,5,01/04/2025,USD,125000000,386.75,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,2.081843568
Preferreds,Jefferies Financial Group Inc,JEF,3.25,15/01/2036,USD,125000000,37.230082,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,26.85999993
Corporates,Milkyway Chemical Supply Chain Service Co Ltd,MCSCSC,0.5,16/09/2027,CNY,124845620.4,0.745879,#N/A Field Not Applicable,2.775704995,100.0358,134.0700033
Preferreds,Sany Heavy Equipment International Holdings Co Ltd,SANYHE,0.01,#N/A Field Not Applicable,HKD,124309688.4,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,2.009
Corporates,s Wohnbaubank AG,SWOHN,1.6,16/01/2025,EUR,123937000,10,#N/A Field Not Applicable,#N/A N/A,97.053,10
Corporates,Ningbo Peacebird Fashion Co Ltd,NBPBFC,1,15/07/2027,CNY,123817730.6,4.585053,#N/A Field Not Applicable,1.678882032,100.0358,21.80999871
Corporates,Longhua Technology Group Luoyang Co Ltd,LHKJJT,1,30/07/2027,CNY,123521404.4,12.953368,#N/A Field Not Applicable,1.349486937,100.0358,7.719999926
Corporates,Nikola Corp,NKLA,11,31/05/2026,USD,123477757.7,114.3602,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,8.744300902
Corporates,Chongqing Shunbo Aluminum Co Ltd,CQSBAL,0.6,12/08/2028,CNY,123091280.3,6.25,#N/A Field Not Applicable,2.446820074,100.65125,16
Corporates,Uniti Fiber Holdings Inc,UNIT,4,15/06/2024,USD,122942000,101.9818,97.125,7.533517538,101.0078125,9.805671208
Preferreds,Equity Commonwealth,EQC,6.5,#N/A Field Not Applicable,USD,122879900,0.8204,#N/A Field Not Applicable,6.544429404,112.0546875,30.47294003
Corporates,s Wohnbaubank AG,SWOHN,1.5,06/06/2029,EUR,122285000,10,#N/A Field Not Applicable,1.337680877,101.177,10
Corporates,s Wohnbaubank AG,SWOHN,3,06/06/2029,EUR,122285000,10,#N/A Field Not Applicable,5.279530403,#N/A N/A,10
Corporates,Guocheng Mining Co Ltd,GCKYMI,1.5,15/07/2026,CNY,121582747.5,4.716981,#N/A Field Not Applicable,6.233759822,100.1409,21.20000059
Preferreds,Lyondellbasell Advanced Polymers Inc,SHLM,6,#N/A Field Not Applicable,USD,121514000,#N/A Field Not Applicable,#N/A Field Not Applicable,7.243460765,107.1953125,#N/A Field Not Applicable
Corporates,Hwaseung Enterprise Co Ltd,HSINDU,0,17/03/2050,KRW,120848850,0.570060426,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,17542.00001
Corporates,Trainline PLC,TRNLN,1,14/01/2026,GBP,120601852,14999.25,#N/A Field Not Applicable,5.529619592,92.899,6.667000017
Corporates,Bizlink Holding Inc,BIZHOL,0,12/01/2027,USD,120600000,19956.65523,#N/A Field Not Applicable,2.852857923,101.0078125,276.85
Corporates,Zhejiang Xinneng Solar Photovoltaic Technology Co Ltd,ZJXNPV,0.3,26/10/2029,CNY,120270480,7.633587786,#N/A Field Not Applicable,1.361397651,100.5429,13.1
Corporates,Cutera Inc,CUTR,4,01/06/2029,USD,120000000,17.1378,21.54999924,41.13900269,102.2304688,58.35054674
Corporates,PAR Technology Corp,PAR,2.875,15/04/2026,USD,120000000,23.2722,104.4205017,-5.666305778,100.9335938,42.96972353
Corporates,NorthWest Healthcare Properties Real Estate Investment Trust,NWHUCN,6.25,31/08/2027,CAD,119954067.8,62.5,#N/A Field Not Applicable,12.71616992,97.677,16
Preferreds,L&H Capital Trust I,LHSEQ,4.75,01/07/2049,USD,119589750,1.759,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,28.42524161
Corporates,Henan Lantian Gas Co Ltd,HLTGAS,0.3,15/08/2029,CNY,119373570,9.871668312,#N/A Field Not Applicable,-1.499022338,100.5429,10.13
Corporates,Sobute New Materials Co Ltd,SOBUTE,0.5,01/07/2028,CNY,119369583.5,4.175365344,#N/A Field Not Applicable,3.005415247,100.65125,23.95
